timestep,x,timestamps,date
157.23185907999996,1019.208679,1.4549562628880817e+18,2016-02-08 18:31:02.888081664
156.68526107999998,1019.105835,1.4549562623414835e+18,2016-02-08 18:31:02.341483520
157.71674607999995,1019.110718,1.4549562633729684e+18,2016-02-08 18:31:03.372968448
158.74821507999997,1019.115524,1.4549562644044375e+18,2016-02-08 18:31:04.404437504
159.77966907999996,1019.12178,1.4549562654358915e+18,2016-02-08 18:31:05.435891456
160.81111507999995,1019.163666,1.4549562664673375e+18,2016-02-08 18:31:06.467337472
161.00513107999996,1019.173508,1.4549562666613535e+18,2016-02-08 18:31:06.661353472
162.06989107999996,1019.177246,1.4549562677261135e+18,2016-02-08 18:31:07.726113536
163.13461907999996,1019.18869,1.4549562687908416e+18,2016-02-08 18:31:08.790841600
164.19933607999997,1019.199448,1.4549562698555587e+18,2016-02-08 18:31:09.855558656
165.26407707999996,1019.201508,1.4549562709202995e+18,2016-02-08 18:31:10.920299520
166.32879807999996,1019.201508,1.4549562719850204e+18,2016-02-08 18:31:11.985020416
167.39350507999995,1019.202194,1.4549562730497275e+18,2016-02-08 18:31:13.049727488
168.45817707999996,1019.202957,1.4549562741143995e+18,2016-02-08 18:31:14.114399488
169.52288907999997,1019.202957,1.4549562751791114e+18,2016-02-08 18:31:15.179111424
170.58759907999996,1019.203262,1.4549562762438216e+18,2016-02-08 18:31:16.243821568
171.65228907999997,1019.203262,1.4549562773085115e+18,2016-02-08 18:31:17.308511488
172.71701307999996,1019.203262,1.4549562783732355e+18,2016-02-08 18:31:18.373235456
173.78170107999995,1019.202805,1.4549562794379236e+18,2016-02-08 18:31:19.437923584
174.84641207999994,1019.202423,1.4549562805026345e+18,2016-02-08 18:31:20.502634496
175.91115407999993,1019.202194,1.4549562815673766e+18,2016-02-08 18:31:21.567376640
176.97587307999993,1019.197311,1.4549562826320955e+18,2016-02-08 18:31:22.632095488
178.04061007999994,1019.195023,1.4549562836968325e+18,2016-02-08 18:31:23.696832512
179.1053270799999,1019.188919,1.4549562847615496e+18,2016-02-08 18:31:24.761549568
